"country","district","segment","lid","official_value","official_price"
"新北市","林口區","南勢埔段南勢埔小段","00280001","3315","655"
"新北市","林口區","南勢埔段南勢埔小段","00280002","11700","2300"
"新北市","林口區","南勢埔段南勢埔小段","00280004","3200","640"
"新北市","林口區","南勢埔段南勢埔小段","00280006","3200","640"
"新北市","林口區","南勢埔段南勢埔小段","00300001","3200","640"
"新北市","林口區","南勢埔段南勢埔小段","00300002","3200","640"
"新北市","林口區","南勢埔段南勢埔小段","00300003","3200","640"
"新北市","林口區","南勢埔段南勢埔小段","00300004","3200","640"
"新北市","林口區","南勢埔段南勢埔小段","00300020","3200","640"
"新北市","林口區","南勢埔段南勢埔小段","00300024","3200","640"
"新北市","林口區","南勢埔段南勢埔小段","00300025","3200","640"
"新北市","林口區","南勢埔段南勢埔小段","00300027","3200","640"
"新北市","林口區","南勢埔段南勢埔小段","00300030","3200","640"
"新北市","林口區","南勢埔段南勢埔小段","00300032","3200","640"
"新北市","林口區","南勢埔段南勢埔小段","00300060","3200","640"
"新北市","林口區","南勢埔段南勢埔小段","00300061","3200","640"
"新北市","林口區","南勢埔段南勢埔小段","00300062","3200","640"
"新北市","林口區","南勢埔段南勢埔小段","00300063","3200","640"
"新北市","林口區","南勢埔段南勢埔小段","00300064","3200","640"
"新北市","林口區","南勢埔段南勢埔小段","00300065","3200","640"
"新北市","林口區","南勢埔段南勢埔小段","00450005","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00450006","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00450007","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00450008","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00450009","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00450010","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00450015","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00450034","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00450064","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00450065","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00450067","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00450068","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00470001","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00470009","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00470014","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00470015","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00470016","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00470017","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00500000","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00500001","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00500002","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00500003","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00500013","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00500016","10437","1607"
"新北市","林口區","南勢埔段南勢埔小段","00500017","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00500018","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00500019","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00500020","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00500029","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00500030","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00500031","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00500032","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00500033","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00500034","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00500035","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00500036","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00530000","11168","1704"
"新北市","林口區","南勢埔段南勢埔小段","00530007","10778","1652"
"新北市","林口區","南勢埔段南勢埔小段","00540000","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","00540002","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","00550001","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00550002","10620","1631"
"新北市","林口區","南勢埔段南勢埔小段","00550003","11370","1730"
"新北市","林口區","南勢埔段南勢埔小段","00560000","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00560001","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00560002","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00560003","5398","943"
"新北市","林口區","南勢埔段南勢埔小段","00560004","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","00560005","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","00570000","11838","1792"
"新北市","林口區","南勢埔段南勢埔小段","00600000","11900","1800"
"新北市","林口區","南勢埔段南勢埔小段","00600001","3100","620"
"新北市","林口區","南勢埔段南勢埔小段","00620000","6701","1115"
"新北市","林口區","南勢埔段南勢埔小段","00620001","9227","1448"
"新北市","林口區","南勢埔段南勢埔小段","00630000","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","00630001","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","00630002","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","00640000","3498","693"
"新北市","林口區","南勢埔段南勢埔小段","00650000","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","00650002","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","00650004","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","00650006","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","00660000","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","00660008","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01010019","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01300000","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01300001","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01300002","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01300005","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01300006","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01300013","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01300014","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01300019","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01300024","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01300028","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01300030","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01300031","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01300032","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01310000","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01310001","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01310002","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01310003","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01310004","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01310006","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01310007","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01320000","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01320001","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01330000","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01330001","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01330002","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01330004","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01330006","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01330007","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01330008","12985","2609"
"新北市","林口區","南勢埔段南勢埔小段","01340000","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01340001","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01340002","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01340003","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01340004","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01340005","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01340011","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01340012","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01340015","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01340020","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01340021","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01340022","12985","2609"
"新北市","林口區","南勢埔段南勢埔小段","01340023","12985","2609"
"新北市","林口區","南勢埔段南勢埔小段","01340024","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01340025","3400","680"
"新北市","林口區","南勢埔段南勢埔小段","01430009","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01430014","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01460012","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01470002","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01470005","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01470007","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01470008","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01470023","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01470024","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01470026","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01470027","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01520000","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01530000","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01540000","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01550000","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01560000","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01640003","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01650000","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01660000","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01690001","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01700001","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01710000","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01720000","72200","14400"
"新北市","林口區","南勢埔段南勢埔小段","01730000","72200","14400"
"新北市","林口區","南勢埔段頭湖小段","00040000","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00040001","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00040002","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00040005","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00040006","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00040007","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00050000","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00050001","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00050002","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00050003","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00050004","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00060000","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00060001","5411","1082"
"新北市","林口區","南勢埔段頭湖小段","00060002","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00060003","6154","1231"
"新北市","林口區","南勢埔段頭湖小段","00060004","5585","1117"
"新北市","林口區","南勢埔段頭湖小段","00060005","5733","1147"
"新北市","林口區","南勢埔段頭湖小段","00060006","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00060007","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00060008","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00060009","6047","1210"
"新北市","林口區","南勢埔段頭湖小段","00070000","5404","1081"
"新北市","林口區","南勢埔段頭湖小段","00070001","5404","1081"
"新北市","林口區","南勢埔段頭湖小段","00070002","5404","1081"
"新北市","林口區","南勢埔段頭湖小段","00080000","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00080001","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00080002","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00080003","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00080004","5404","1081"
"新北市","林口區","南勢埔段頭湖小段","00080005","5404","1081"
"新北市","林口區","南勢埔段頭湖小段","00080006","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00080007","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00080008","5404","1081"
"新北市","林口區","南勢埔段頭湖小段","00080009","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00080010","5404","1081"
"新北市","林口區","南勢埔段頭湖小段","00080011","5404","1081"
"新北市","林口區","南勢埔段頭湖小段","00080012","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00080014","5404","1081"
"新北市","林口區","南勢埔段頭湖小段","00080015","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00080016","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00080017","5404","1081"
"新北市","林口區","南勢埔段頭湖小段","00080018","5404","1081"
"新北市","林口區","南勢埔段頭湖小段","00080019","5404","1081"
"新北市","林口區","南勢埔段頭湖小段","00080020","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00080021","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00080022","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00080023","5404","1081"
"新北市","林口區","南勢埔段頭湖小段","00080024","5404","1081"
"新北市","林口區","南勢埔段頭湖小段","00080025","5404","1081"
"新北市","林口區","南勢埔段頭湖小段","00080026","5404","1081"
"新北市","林口區","南勢埔段頭湖小段","00080027","5404","1081"
"新北市","林口區","南勢埔段頭湖小段","00080028","5437","1088"
"新北市","林口區","南勢埔段頭湖小段","00080029","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00080030","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00080031","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00080032","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00080033","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00080034","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00080035","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00080036","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00090000","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00090001","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00100000","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00100001","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110000","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110001","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110002","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110003","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00110004","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00110008","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110009","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00110010","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00110011","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110012","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00110013","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110014","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110015","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110016","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110017","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110018","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110019","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110020","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110021","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110022","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110023","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110024","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110025","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00110026","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00110027","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00110028","2700","540"
"新北市","林口區","南勢埔段頭湖小段","00110029","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110030","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","00110031","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","01450000","14200","2800"
"新北市","林口區","南勢埔段頭湖小段","01450013","35356","7031"
"新北市","林口區","南勢埔段頭湖小段","01450014","35356","7031"
"新北市","林口區","南勢埔段頭湖小段","01470000","14200","2800"
"新北市","林口區","南勢埔段頭湖小段","01470004","35356","7031"
"新北市","林口區","南勢埔段頭湖小段","01480000","14200","2800"
"新北市","林口區","南勢埔段頭湖小段","01480002","8000","1600"
"新北市","林口區","南勢埔段頭湖小段","01480004","35356","7031"
"新北市","林口區","南勢埔段頭湖小段","01480005","35356","7031"
"新北市","林口區","南勢埔段頭湖小段","01510000","14200","2800"
"新北市","林口區","南勢埔段頭湖小段","01510001","14200","2800"
"新北市","林口區","南勢埔段頭湖小段","01520001","14200","2800"
"新北市","林口區","南勢埔段頭湖小段","01530000","14200","2800"
"新北市","林口區","南勢埔段頭湖小段","01530001","2700","540"
"新北市","林口區","南勢埔段頭湖小段","01530002","14200","2800"
"新北市","林口區","南勢埔段頭湖小段","01540000","2700","540"
"新北市","林口區","南勢埔段頭湖小段","01540001","2700","540"
"新北市","林口區","南勢埔段頭湖小段","01540003","14200","2800"
